survey_id,building_name,office_spending_space,personal_workspace,in_out_office,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13955073,A,Personal workspace,Open Office_3,Yes,1,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,5,1,5,1,1,1,5,4,2,2,1,4,2,Yes,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Female
13955087,A,Personal workspace,Open Office_2,Yes,4,Yes,Yes,Yes,Yes,No,No,I don’t know,10 or above,5,4,4,1,0,4,3,3,2,3,1,2,4,Yes,No,No,No,No,No,No,3,All day,Typing,2,2,,
13955101,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,No,Yes,Yes,No,I don’t know,5 to 9,4,4,2,2,4,,1,1,2,2,3,1,4,No,Yes,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1,1,2,Male
13955209,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,3,2,4,1,3,1,3,4,4,5,3,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Male
13955240,A,Personal workspace,Enclosed Office_1,Yes,2,Yes,No,No,Yes,No,No,I don’t know,10 or above,2,2,2,5,1,2,1,3,2,3,4,4,1,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Male
13955268,A,Personal workspace,Open Office_1,Yes,3,Yes,No,No,Yes,No,No,Facing west,1 to 4,4,4,2,2,2,4,2,2,3,4,1,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Male
13955336,A,Personal workspace,Other,Yes,4,No,No,Yes,No,No,No,Facing south (or southeast or southwest),1 to 4,2,2,2,5,1,1,1,3,4,3,1,2,4,No,No,No,No,No,No,Yes,4,Other,Typing,2,2,4,Male
13955337,A,Personal workspace,Open Office_3,Yes,4,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,5,4,2,2,0,4,2,1,3,1,1,2,2,No,No,Yes,No,No,No,No,3,All day,Typing,2,1,3,Male
13955353,A,Personal workspace,Open Office_3,Yes,1,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),10 or above,4,4,2,2,3,4,2,3,2,3,1,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Female
13955376,A,Outside,Other,No,2,Yes,Yes,Yes,Yes,No,No,I don’t know,5 to 9,4,4,2,2,1,4,1,3,2,2,3,2,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,1,5,Female
13955506,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),10 or above,5,4,3,3,3,,3,3,,3,1,2,4,Yes,No,No,No,No,No,No,2,All day,Typing,2,2,,Male
13955524,A,Personal workspace,Open Office_1,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing east,1 to 4,4,4,1,4,1,3,1,1,3,3,1,1,4,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",2,2,4,Male
13955550,A,Other,Other,,2,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,5,4,0,0,0,,1,1,2,3,1,1,3,Yes,No,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,4,Male
13955642,A,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,Yes,Yes,No,I don’t know,10 or above,4,2,5,1,0,3,4,4,2,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,5,Female
13955648,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,5,3,3,3,2,4,3,1,4,4,1,2,3,Yes,No,No,No,No,No,No,3,All day,Typing,3,1,3,Male
13955649,A,Personal workspace,Open Office_2,Yes,3,Yes,No,No,Yes,No,No,Facing west,10 or above,4,4,3,4,2,3,2,3,2,2,1,3,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,4,Male
13955669,A,Personal workspace,Open Office_2,Yes,3,No,No,No,Yes,No,No,I don’t know,10 or above,4,2,1,4,0,3,1,3,2,2,5,1,5,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Male
13955688,A,Personal workspace,Enclosed Office_1,Yes,4,No,No,No,Yes,No,No,I don’t know,10 or above,4,4,2,2,1,,2,2,3,3,1,2,3,No,Yes,No,No,No,No,No,4,All day,"Reading, seated",2,2,3,Female
13955787,A,Personal workspace,Open Office_1,Yes,3,No,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,4,3,3,2,4,3,3,2,4,1,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,1,3,Female
13955791,A,Personal workspace,Open Office_2,No,4,Yes,Yes,No,No,No,No,Facing north (or northeast or northwest),10 or above,4,4,1,5,2,3,1,1,2,2,1,2,4,No,No,No,No,No,No,Yes,1,All day,Typing,2,2,5,Male
13955796,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,5,5,0,0,0,5,1,2,1,1,3,1,3,Yes,No,No,No,No,No,No,3,All day,Typing,3,1,4,Male
13955805,A,Personal workspace,Open Office_1,Yes,4,No,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,3,2,1,4,1,2,1,1,4,4,4,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Male
13955823,A,Personal workspace,Open Office_2,Yes,3,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,5,2,2,0,5,1,1,1,2,1,1,5,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13955839,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,5,3,4,2,1,2,4,3,4,4,1,3,2,Yes,Yes,No,No,No,No,No,2,All day,"Reading, seated",2,2,3,Male
13955850,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),5 to 9,5,5,1,1,1,5,1,1,1,1,1,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,5,Male
13955939,A,Personal workspace,Open Office_3,,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,4,2,3,3,1,2,3,2,4,5,1,3,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",3,2,4,Male
13955984,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),10 or above,3,3,3,5,3,3,1,3,4,,1,3,3,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",1,1,3,Male
13956004,A,Outside,Open Office_3,Yes,4,No,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,4,4,3,3,4,1,2,2,2,1,2,3,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1,1,2,Male
13956094,A,Outside,Open Office_2,Yes,1,No,No,Yes,No,No,No,Facing east,10 or above,2,3,3,2,2,,3,2,2,2,1,2,4,Yes,No,No,No,No,No,No,1,All day,Typing,1,1,5,Female
13956097,A,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,5,3,2,5,0,2,1,1,3,3,1,3,2,Yes,No,No,No,No,No,No,4,All day,Typing,1,1,2,Male
13956150,A,Outside,Other,Yes,1,Yes,Yes,Yes,Yes,Yes,No,I don’t know,10 or above,4,2,5,1,1,1,5,5,1,1,1,4,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,2,Female
13956271,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,5,5,1,1,0,5,3,1,3,3,1,1,3,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",1,1,3,Female
13956313,A,Personal workspace,Open Office_1,Yes,4,No,No,Yes,Yes,No,No,Facing west,5 to 9,4,,2,4,1,3,1,1,2,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,,Male
13956416,A,Personal workspace,Open Office_1,No,4,No,No,No,Yes,No,No,I don’t know,5 to 9,4,3,3,1,4,3,3,3,3,4,1,2,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Female
13956452,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,3,4,3,,1,,5,4,4,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,4,Female
13956466,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,4,4,0,0,1,4,2,2,4,5,1,2,4,Yes,No,No,No,No,No,No,3,All day,Typing,1,1,3,Male
13956485,A,Personal workspace,Open Office_2,No,1,Yes,No,No,Yes,No,No,Facing east,10 or above,1,1,3,4,1,4,5,1,5,5,5,5,1,Yes,No,No,No,No,No,No,4,All day,,2,1,4,Female
13956594,A,Personal workspace,Open Office_1,Yes,3,Yes,No,No,Yes,No,No,I don’t know,1 to 4,4,2,2,5,2,3,2,2,3,3,5,4,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Female
13956622,A,Personal workspace,Open Office_3,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,4,3,4,2,0,3,3,3,3,5,1,3,4,Yes,No,No,No,No,No,No,3,All day,Typing,2,2,,
13956822,A,Personal workspace,Open Office_2,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,3,1,1,5,1,1,1,1,2,2,3,5,1,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Male
13956853,A,Personal workspace,Open Office_3,Yes,1,Yes,Yes,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,3,4,2,0,2,3,3,5,4,2,3,2,Yes,No,Yes,No,No,No,No,4,All day,Typing,2,2,2,Male
13956854,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,No,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,3,2,5,1,1,2,4,3,3,3,1,4,2,No,Yes,Yes,No,No,No,No,4,All day,Typing,2,1,2,Female
13956876,A,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,Yes,No,No,Facing east,10 or above,4,4,1,2,2,4,1,1,3,4,1,2,4,Yes,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Male
13956975,A,Personal workspace,Enclosed Office_1,Yes,4,Yes,No,Yes,Yes,No,No,Facing north (or northeast or northwest),10 or above,3,3,3,3,1,3,3,3,4,5,5,4,2,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,5,Male
13956983,A,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),5 to 9,4,,1,,4,2,1,1,1,1,5,1,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,1,5,Male
13957146,A,Personal workspace,Open Office_1,Yes,4,No,No,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,3,1,5,1,1,1,3,5,3,3,4,2,No,No,No,Yes,No,Yes,No,4,All day,Typing,1,1,2,Male
13957188,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),10 or above,4,3,4,1,0,3,4,3,4,4,1,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Female
13957202,A,Break room,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing east,10 or above,5,5,3,2,0,4,2,2,1,1,2,1,4,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",1,1,4,Female
13957323,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,4,3,3,3,1,,3,3,3,4,1,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,1,5,Male
13957338,A,Personal workspace,Open Office_2,Yes,1,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,4,1,1,0,4,3,2,2,3,1,1,4,Yes,Yes,No,No,No,No,No,4,All day,Typing,2,2,3,Male
13957449,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Facing north (or northeast or northwest),10 or above,5,4,4,1,1,4,2,2,3,3,1,1,5,Yes,No,No,No,No,No,No,3,All day,Typing,3,2,5,Female
13957483,A,Personal workspace,Enclosed Office_1,Yes,3,Yes,No,No,Yes,No,No,Facing east,10 or above,3,3,2,4,1,2,1,4,5,5,1,4,2,No,Yes,No,No,No,No,No,3,All day,Writing,2,2,4,Male
13957526,A,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,No,No,No,Facing south (or southeast or southwest),10 or above,4,4,2,2,3,4,2,2,2,2,2,2,3,Yes,No,No,No,No,No,No,4,All day,Typing,3,2,4,Male
13957558,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing east,10 or above,4,3,4,2,2,4,3,2,2,3,1,2,3,Yes,No,No,No,No,No,No,3,All day,Typing,2,2,4,Female
13957568,A,Personal workspace,Open Office_3,Yes,3,No,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,5,1,1,3,5,2,1,1,2,1,1,5,No,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,2,Female
13957570,A,Personal workspace,Open Office_3,Yes,3,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),5 to 9,4,2,4,1,1,3,4,3,2,2,1,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,5,Female
13957572,A,Personal workspace,Open Office_3,Yes,4,No,Yes,Yes,Yes,Yes,No,I don’t know,5 to 9,4,4,4,1,0,3,5,3,2,,1,2,3,No,No,Yes,No,No,No,No,4,All day,Typing,1,1,2,Female
13957623,A,Personal workspace,Open Office_2,Yes,4,No,Yes,Yes,Yes,Yes,No,Facing east,10 or above,4,4,2,1,0,4,2,2,2,2,1,2,5,No,No,No,No,No,No,Yes,3,All day,Typing,2,1,4,Female
13957682,A,Personal workspace,Open Office_1,Yes,4,No,Yes,No,No,No,No,Facing south (or southeast or southwest),5 to 9,2,1,5,1,1,1,5,4,3,2,1,4,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Female
13957696,A,Personal workspace,Open Office_1,Yes,1,Yes,No,No,Yes,No,No,Facing east,5 to 9,4,4,2,3,0,4,3,2,3,3,1,2,4,Yes,Yes,No,No,No,No,No,4,All day,Typing,2,2,5,Male
13957715,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,No,No,Yes,No,No,Facing east,1 to 4,5,4,2,2,1,3,3,3,3,3,1,3,3,Yes,Yes,Yes,No,No,No,No,2,All day,"Reading, seated",2,2,4,Male
13957719,A,Personal workspace,Open Office_1,Yes,4,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),5 to 9,5,5,3,2,1,4,1,1,3,3,3,2,4,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Male
13957748,A,Personal workspace,Enclosed Office_1,No,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,3,4,2,1,4,,2,3,2,1,1,1,3,No,No,No,No,No,No,Yes,2,All day,Typing,1,1,3,Male
13957771,A,Outside,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,I don’t know,5 to 9,4,,3,3,3,3,3,1,2,2,1,1,3,No,No,No,No,No,No,Yes,4,All day,Writing,1,1,2,Male
13957785,A,Personal workspace,Open Office_3,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),5 to 9,4,4,4,1,2,4,3,1,3,3,1,1,3,No,No,Yes,No,No,No,No,4,All day,Typing,1,1,2,Male
13957804,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,5,5,3,3,2,4,3,2,2,2,5,3,5,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,1,2,Male
13957805,A,Personal workspace,Open Office_1,Yes,1,Yes,No,No,Yes,No,No,Facing east,10 or above,5,4,4,4,0,4,3,3,3,3,1,3,3,Yes,No,No,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,5,Male
13957865,A,Personal workspace,Enclosed Office_1,Yes,3,No,Yes,No,No,No,No,I don’t know,5 to 9,4,4,1,3,1,4,1,1,3,4,4,3,4,No,Yes,No,No,No,No,No,4,All day,Typing,2,2,3,Male
13957883,A,Personal workspace,Enclosed Office_1,Yes,3,No,No,No,Yes,No,No,Facing north (or northeast or northwest),5 to 9,4,1,5,1,1,1,4,4,3,2,1,4,2,No,Yes,Yes,No,No,No,No,4,All day,Typing,2,1,5,Female
13957884,A,Personal workspace,Open Office_1,Yes,1,Yes,Yes,No,Yes,No,No,I don’t know,5 to 9,5,4,4,3,2,4,3,5,4,5,1,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Female
13957902,A,Personal workspace,Other,Yes,4,No,No,No,Yes,No,No,Facing west,10 or above,3,2,1,5,1,1,1,3,2,3,1,4,1,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Male
13957952,A,Small conference room,Open Office_3,Yes,4,No,No,No,Yes,No,No,I don’t know,5 to 9,2,1,5,1,1,1,5,5,2,3,1,3,1,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Male
13953943,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,5,5,2,2,1,3,3,1,3,3,1,1,3,Yes,Yes,No,No,No,No,No,2,Mixed (some combination of morning/afternoon/evenings),Writing,2,2,5,Male
13953956,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing west,1 to 4,3,3,2,1,1,3,3,3,3,4,1,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,2,4,Male
13953970,A,Small conference room,Open Office_1,Yes,3,Yes,Yes,No,Yes,No,No,Facing west,10 or above,4,4,3,1,0,4,3,3,3,3,1,1,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",2,1,4,Female
13953974,A,Personal workspace,Open Office_3,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing east,10 or above,5,4,4,2,1,2,3,5,3,3,3,3,1,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",2,1,3,Male
13954005,A,Outside,Enclosed Office_1,Yes,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,2,2,4,3,1,,5,5,4,5,1,3,2,No,Yes,Yes,No,No,No,No,4,All day,Typing,2,2,4,Female
13954007,A,Outside,Open Office_1,Yes,4,No,No,Yes,Yes,No,No,Facing north (or northeast or northwest),5 to 9,5,5,1,3,0,,1,1,1,1,1,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Male
13954038,A,Outside,Open Office_1,No,4,No,Yes,No,No,No,No,Facing south (or southeast or southwest),5 to 9,2,2,1,5,1,,3,3,3,3,1,3,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",3,3,4,Male
13954042,A,Small conference room,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing west,1 to 4,4,3,3,3,2,3,2,3,5,5,1,3,3,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,3,Male
13954044,A,Personal workspace,Open Office_3,Yes,1,Yes,No,Yes,No,No,No,I don’t know,10 or above,5,1,5,1,1,,5,5,5,1,1,5,1,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",3,3,4,Female
13954045,A,Personal workspace,Open Office_2,Yes,1,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,3,4,1,1,3,3,3,4,3,1,3,3,Yes,No,No,No,No,No,No,3,All day,Typing,2,1,4,Female
13954054,A,Outside,Open Office_3,Yes,2,Yes,No,No,Yes,No,No,I don’t know,5 to 9,,1,5,1,1,1,5,5,1,1,1,5,1,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Female
13954063,A,Personal workspace,Open Office_1,Yes,4,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,3,2,5,1,0,2,5,4,2,5,1,4,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Female
13954067,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,5,4,0,0,0,4,3,3,3,3,1,2,4,Yes,No,No,No,No,No,No,2,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,4,Female
13954074,A,Personal workspace,Open Office_1,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,3,1,4,0,4,3,3,3,4,1,3,3,Yes,No,Yes,No,No,No,No,3,All day,Writing,3,2,5,Male
13954082,A,Personal workspace,Open Office_1,Yes,3,Yes,No,No,Yes,No,No,Facing west,5 to 9,4,3,4,1,0,,4,3,3,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,4,Female
13954093,A,Personal workspace,Open Office_2,No,2,Yes,Yes,Yes,Yes,No,No,I don’t know,10 or above,5,4,4,1,2,3,4,3,3,2,1,3,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",3,3,3,Female
13954095,A,Personal workspace,Open Office_2,Yes,3,No,No,No,Yes,No,No,Facing east,5 to 9,4,5,2,2,0,5,2,3,2,3,1,2,4,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,2,Female
13954235,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing west,5 to 9,4,,3,3,2,3,2,2,2,2,1,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,2,Male
13954260,A,Personal workspace,Open Office_2,Yes,4,No,No,Yes,Yes,No,No,Facing east,5 to 9,4,5,3,3,2,4,2,1,1,1,1,1,4,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Male
13954262,A,Large conference room,Open Office_2,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,5,5,2,2,0,5,1,1,2,2,1,1,4,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",1,1,4,Female
13954291,A,Personal workspace,Enclosed Office_1,Yes,4,No,No,No,Yes,No,No,I don’t know,1 to 4,2,3,4,1,1,2,3,3,2,4,1,3,2,No,No,No,No,No,No,No,4,All day,"Reading, seated",2,2,3,Male
13954302,A,Personal workspace,Open Office_2,Yes,4,No,Yes,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,5,2,2,4,4,2,2,3,2,1,2,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,5,Female
13954326,A,Personal workspace,Open Office_3,Yes,3,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,3,1,5,1,0,1,5,5,1,1,1,4,2,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Female
13954328,A,Personal workspace,Open Office_3,Yes,4,Yes,Yes,No,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,3,4,4,2,2,4,1,1,1,,1,1,5,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,3,Male
13954330,A,Personal workspace,Open Office_2,Yes,4,Yes,No,Yes,No,No,No,Facing south (or southeast or southwest),5 to 9,4,1,2,3,1,2,3,2,2,4,1,2,3,Yes,No,No,No,No,No,No,4,All day,Typing,2,2,3,Male
13954337,A,Small conference room,Open Office_2,Yes,4,No,Yes,Yes,Yes,No,No,Facing east,5 to 9,5,1,5,1,1,1,5,4,1,1,1,4,2,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,2,Male
13954371,A,Personal workspace,Open Office_2,Yes,1,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,3,3,3,3,3,,3,3,2,2,1,1,3,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",3,1,4,Male
13954378,A,Personal workspace,Open Office_2,No,3,Yes,Yes,Yes,Yes,No,No,Facing east,10 or above,5,4,5,1,4,,5,2,1,2,1,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,1,Female
13954379,A,Personal workspace,Enclosed Office_2,Yes,3,Yes,Yes,Yes,Yes,Yes,No,I don’t know,1 to 4,4,1,3,3,3,4,1,1,3,2,3,1,3,No,Yes,No,No,No,No,No,4,All day,"Reading, seated",1,1,2,Female
13954381,A,Personal workspace,Open Office_3,Yes,3,No,Yes,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,3,2,5,1,3,3,3,4,3,1,3,2,No,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,2,Female
13954389,A,Personal workspace,Enclosed Office_1,Yes,4,No,Yes,Yes,Yes,No,No,Facing west,5 to 9,4,5,2,2,4,4,2,2,3,4,1,2,4,No,Yes,Yes,Yes,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,2,4,Male
13954460,A,Personal workspace,Open Office_3,Yes,2,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),10 or above,4,2,5,1,2,,5,5,3,3,1,5,2,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,2,Female
13954467,A,Personal workspace,Open Office_3,,4,No,No,No,Yes,No,No,Facing west,1 to 4,3,0,2,3,1,4,3,3,2,3,1,2,4,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,2,Male
13954481,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,No,Yes,No,No,No,I don’t know,5 to 9,4,1,1,5,1,1,5,5,2,2,1,4,3,Yes,Yes,Yes,No,No,No,No,4,All day,"Reading, seated",2,1,3,Female
13954485,A,Personal workspace,Open Office_2,Yes,3,Yes,Yes,No,Yes,No,No,I don’t know,5 to 9,5,5,2,2,3,,3,2,2,2,1,2,3,Yes,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),Walking about,2,2,2,Female
13954486,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,No,No,I don’t know,5 to 9,4,1,5,1,1,,5,5,2,2,1,5,5,Yes,No,No,No,No,No,No,4,All day,Typing,2,2,3,Female
13954488,A,Personal workspace,Open Office_2,Yes,1,Yes,No,Yes,Yes,No,No,Facing south (or southeast or southwest),10 or above,3,1,5,1,1,1,5,4,3,3,1,3,2,Yes,No,No,No,No,No,No,4,All day,Typing,2,2,4,Female
13954534,A,Personal workspace,Open Office_3,Yes,4,No,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,,3,3,4,5,,3,3,3,3,4,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Female
13954537,A,Other,Open Office_3,Yes,3,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,4,1,1,0,4,1,2,1,3,5,2,4,No,No,No,No,No,No,Yes,3,All day,Typing,2,1,2,Male
