survey_id,building_name,office_spending_space,personal_workspace,in_out_office,work_building_name,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,other_view_description,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,afternoon_bright,computer_screen_glare,evening_dark,task_light_usage,unnecessary_lighting,lighting_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13956430,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,,,Yes,Yes,Panthers Stadium,Facing west,10 or above,4.0,3.0,3.0,2.0,3.0,,Rarely,Never,Sometimes,Rarely,Never,Never,3 = Neutral,Rarely,Never,Rarely,Never,Never,5 = Greatly inrceases my productivity,,Yes,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13957013,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,,,,,Facing north (or northeast or northwest),5 to 9,3.0,3.0,1.0,1.0,0.0,4.0,Never,Never,Rarely,Rarely,Never,Never,4,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",5+ years,5+ years,51 or above,Male
13957141,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,,,,,Yes,Panther's Stadium,Facing north (or northeast or northwest),10 or above,5.0,5.0,1.0,3.0,0.0,4.0,Never,Never,Sometimes,Sometimes,Never,Never,4,Never,Never,Never,Never,Rarely,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Male
13957158,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,Yes,Yes,Yes,,,,Facing west,5 to 9,5.0,4.0,4.0,1.0,2.0,4.0,Sometimes,Never,Rarely,Rarely,Never,Never,4,Never,Never,Never,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,Walking about,Less than 1 year,Less than 1 year,21 - 30,Male
13957170,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),10 or above,4.0,3.0,1.0,4.0,2.0,,,,,,,,,Rarely,Rarely,Rarely,Never,Sometimes,3 = Neutral,,,,,,,,,,,,,,
13957186,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,A,0 - 5 feet,Yes,Yes,,Yes,Yes,,,Facing west,10 or above,4.0,3.0,3.0,3.0,3.0,4.0,Rarely,Rarely,Rarely,Most of the time,Most of the time,Rarely,3 = Neutral,Rarely,Most of the time,Rarely,Never,Rarely,5 = Greatly inrceases my productivity,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13957318,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,No,,,Yes,,,,Facing north (or northeast or northwest),5 to 9,4.0,4.0,2.0,1.0,1.0,4.0,Never,Rarely,Never,Always,Never,Rarely,3 = Neutral,Never,Never,Sometimes,Always,Never,2,,,Yes,,,,,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13957460,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,Yes,Yes,Yes,Yes,Weather,Facing south (or southeast or southwest),5 to 9,3.0,3.0,3.0,3.0,3.0,3.0,Rarely,Never,Rarely,Sometimes,Never,Never,3 = Neutral,Never,Never,Sometimes,Sometimes,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,41 - 50,Male
13957595,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,Yes,,,,,Facing south (or southeast or southwest),5 to 9,4.0,2.0,4.0,2.0,1.0,1.0,Most of the time,Sometimes,Most of the time,Always,Never,Most of the time,3 = Neutral,Rarely,Never,Never,Never,Never,4,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13957666,A,Personal workspace,Other,Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),10 or above,5.0,3.0,1.0,0.0,5.0,3.0,Sometimes,Never,Rarely,Always,,Sometimes,1 = Greatly decreses my productivity,Never,Never,Sometimes,Never,Never,5 = Greatly inrceases my productivity,Yes,,,,,,,More than 40 hours,All day,"Reading, seated",5+ years,1 - 5 years,41 - 50,Female
13957683,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,,,,Facing east,5 to 9,4.0,1.0,5.0,1.0,4.0,1.0,Always,Always,Rarely,Rarely,Never,Always,1 = Greatly decreses my productivity,Rarely,Never,Rarely,,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Female
13957736,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,,,,,,Facing east,10 or above,3.0,,4.0,1.0,1.0,3.0,Sometimes,Sometimes,Most of the time,Always,Rarely,Sometimes,2,Never,Most of the time,Rarely,Never,Never,2,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",5+ years,5+ years,41 - 50,Female
13957757,A,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,No,Yes,,,,,,Facing south (or southeast or southwest),10 or above,1.0,1.0,5.0,1.0,0.0,,Always,Always,Rarely,Sometimes,Never,Always,1 = Greatly decreses my productivity,Never,Rarely,Never,Never,Most of the time,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,I prefer not to answer,Other
13957772,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,3.0,1.0,5.0,1.0,3.0,Never,Rarely,Sometimes,Most of the time,Sometimes,Rarely,3 = Neutral,Rarely,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13957784,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,Yes,,Yes,,,,I don’t know,,5.0,4.0,3.0,3.0,1.0,,,,,,,,,Rarely,Never,Never,Rarely,Most of the time,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Male
13957839,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing east,5 to 9,4.0,4.0,3.0,3.0,3.0,3.0,Never,Never,Rarely,Rarely,Never,Never,3 = Neutral,Never,Never,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13957851,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing east,10 or above,,4.0,0.0,0.0,3.0,,Sometimes,Rarely,Rarely,Never,Never,Never,4,Rarely,Sometimes,Rarely,Never,Never,4,Yes,,,,,,,21 - 40 hours,All day,Typing,5+ years,1 - 5 years,41 - 50,Male
13957853,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,4.0,4.0,3.0,3.0,3.0,4.0,Never,Rarely,Never,Never,Never,Never,4,Rarely,Rarely,Rarely,Never,Never,4,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13953635,A,Other,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,5.0,5.0,1.0,1.0,1.0,5.0,Never,Never,Never,Sometimes,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,10 - 20 hours,All day,Walking about,1 - 5 years,1 - 5 years,31 - 40,Male
13953939,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,2.0,4.0,1.0,5.0,1.0,3.0,Never,Rarely,Sometimes,Always,Always,Sometimes,3 = Neutral,Never,Never,Never,Always,Never,4,,,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,Less than 1 year,41 - 50,Male
13953985,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,I don’t know,10 or above,4.0,4.0,3.0,2.0,0.0,3.0,Most of the time,Sometimes,Most of the time,Sometimes,Never,Rarely,3 = Neutral,Never,Most of the time,Sometimes,Never,Never,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13954018,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),10 or above,4.0,1.0,1.0,5.0,1.0,1.0,Never,Sometimes,Always,Always,Sometimes,Most of the time,2,Rarely,Sometimes,Rarely,Never,Rarely,3 = Neutral,Yes,,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13954024,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,,5.0,1.0,1.0,0.0,5.0,Sometimes,Never,Sometimes,Sometimes,Never,Never,4,Never,Never,Never,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Male
13954030,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,No,Yes,Yes,Yes,Yes,,,Facing west,5 to 9,2.0,3.0,2.0,4.0,1.0,3.0,Rarely,Rarely,Rarely,Rarely,Never,Rarely,4,Never,Never,Never,Rarely,Never,3 = Neutral,,,,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13954032,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing north (or northeast or northwest),5 to 9,4.0,4.0,3.0,2.0,2.0,3.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Rarely,Rarely,Rarely,Never,Rarely,4,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13954052,A,Outside,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,3.0,2.0,4.0,2.0,2.0,2.0,Always,Always,Sometimes,Sometimes,Never,Sometimes,2,Most of the time,Most of the time,Never,Never,Rarely,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13954059,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing west,5 to 9,2.0,4.0,2.0,1.0,1.0,,Sometimes,Sometimes,Sometimes,Most of the time,Rarely,Sometimes,2,Sometimes,Never,Rarely,Never,Never,,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13954076,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,,,Yes,It is another building... but it is part of the same complex. It is only about 20ft from the window. I literally don't see anything other than another wall. No sunlight.,Facing north (or northeast or northwest),1 to 4,4.0,4.0,2.0,2.0,2.0,3.0,Sometimes,Never,Rarely,Sometimes,Never,Rarely,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13954241,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),10 or above,5.0,2.0,5.0,1.0,1.0,2.0,Always,Always,Sometimes,Never,Never,Most of the time,2,Never,Never,Never,Always,Never,2,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Female
13954271,A,Outside,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,No,,Yes,,,,,I don’t know,5 to 9,5.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Never,Never,Never,Always,1 = Greatly decreses my productivity,Never,Never,Never,Never,Rarely,4,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,20 or below,Female
13954272,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing east,10 or above,5.0,5.0,1.0,1.0,0.0,5.0,Sometimes,Never,Never,Never,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,I prefer not to answer,Female
13954274,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,I don’t know,5 to 9,4.0,3.0,3.0,4.0,2.0,,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,4,Rarely,Rarely,Rarely,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13954286,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,,,,,Yes,Stadium,Facing north (or northeast or northwest),10 or above,3.0,,3.0,,1.0,3.0,Never,Never,Sometimes,Sometimes,Never,Never,4,Never,Never,Never,Never,Rarely,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13954335,A,Other,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,Yes,,Yes,,,,I don’t know,5 to 9,3.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Never,Never,Rarely,Most of the time,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Female
13954358,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,5.0,5.0,1.0,1.0,0.0,4.0,Never,Never,Rarely,Sometimes,Never,Never,5 = Greatly increases my productivity,Never,Never,Never,Never,Never,4,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13954365,A,Personal workspace,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),5 to 9,5.0,4.0,2.0,4.0,1.0,4.0,Never,Never,Most of the time,Most of the time,Never,Never,4,Sometimes,Sometimes,Most of the time,Always,Never,4,Yes,Yes,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13954530,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,Yes,,,Facing west,5 to 9,4.0,4.0,1.0,3.0,3.0,3.0,Never,Never,Rarely,Rarely,Never,Never,3 = Neutral,Never,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13954633,A,Personal workspace,Enclosed Office: private,Yes,A,11 - 15 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,5.0,4.0,4.0,2.0,2.0,,Most of the time,Sometimes,Sometimes,Rarely,Never,Rarely,4,Rarely,Never,Sometimes,Never,Never,3 = Neutral,,Yes,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,Less than 1 year,31 - 40,Female
13954645,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing east,10 or above,5.0,5.0,1.0,1.0,0.0,5.0,Rarely,Rarely,Sometimes,Sometimes,Never,Never,3 = Neutral,Never,Never,Never,Never,Sometimes,4,Yes,,,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13954755,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),10 or above,4.0,4.0,3.0,2.0,0.0,,Most of the time,Rarely,Rarely,Sometimes,Never,Never,4,Rarely,Never,Rarely,Never,Never,4,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,21 - 30,Female
13954790,A,Large conference room,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,4.0,4.0,2.0,3.0,3.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,3 = Neutral,Never,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13954808,A,Other,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing west,5 to 9,3.0,3.0,5.0,2.0,1.0,,Most of the time,Sometimes,Rarely,Sometimes,Never,Sometimes,2,Rarely,Most of the time,Rarely,Never,Never,3 = Neutral,Yes,,,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13954824,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing east,5 to 9,4.0,3.0,1.0,4.0,2.0,3.0,Never,Sometimes,Sometimes,Sometimes,Always,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Sometimes,Never,3 = Neutral,,Yes,,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13954928,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,,,Yes,,,Facing east,10 or above,5.0,4.0,4.0,1.0,2.0,4.0,Most of the time,Most of the time,Most of the time,Never,Never,Sometimes,3 = Neutral,Rarely,Never,Rarely,Never,Never,4,Yes,,,,,,,21 - 40 hours,All day,Typing,1 - 5 years,Less than 1 year,41 - 50,Female
13954938,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,3.0,4.0,1.0,1.0,3.0,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Never,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,10 - 20 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Female
13954959,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),10 or above,5.0,2.0,4.0,1.0,0.0,,Always,Rarely,Sometimes,Always,Never,Sometimes,3 = Neutral,Never,Sometimes,Never,Sometimes,Never,5 = Greatly inrceases my productivity,Yes,,Yes,,,,,Less than 10 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13955064,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,Yes,,,,,,Facing south (or southeast or southwest),10 or above,4.0,4.0,3.0,3.0,0.0,4.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,4,Never,Never,Rarely,Never,Never,5 = Greatly inrceases my productivity,,Yes,,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Male
13955073,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,0 - 5 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),1 to 4,5.0,1.0,5.0,1.0,1.0,1.0,Always,Most of the time,Rarely,Rarely,Never,Most of the time,2,Never,Sometimes,Sometimes,Always,Rarely,4,Yes,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13955087,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,Yes,Yes,Yes,,,,I don’t know,10 or above,5.0,4.0,4.0,1.0,0.0,4.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,4,Rarely,Sometimes,Most of the time,Never,Never,5 = Greatly inrceases my productivity,Yes,,,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,I prefer not to answer,
13955101,A,Personal workspace,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,Yes,,Yes,Yes,,,I don’t know,5 to 9,4.0,4.0,2.0,2.0,4.0,,Never,Never,Rarely,Rarely,Sometimes,Never,4,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,Yes,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,21 - 30,Male
13955209,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing north (or northeast or northwest),1 to 4,4.0,3.0,2.0,4.0,1.0,3.0,Never,Sometimes,Most of the time,Most of the time,Always,Sometimes,2,Never,Most of the time,Sometimes,Never,Sometimes,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13955240,A,Personal workspace,Enclosed Office: private,Yes,A,6 - 10 feet,Yes,,,Yes,,,,I don’t know,10 or above,2.0,2.0,2.0,5.0,1.0,2.0,Never,Sometimes,Rarely,Sometimes,Most of the time,Most of the time,1 = Greatly decreses my productivity,Rarely,Rarely,Most of the time,Always,Never,1 = Greatly decreases my productivity,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13955268,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,11 - 15 feet,Yes,,,Yes,,,,Facing west,1 to 4,4.0,4.0,2.0,2.0,2.0,4.0,Rarely,Rarely,Sometimes,Most of the time,Never,Rarely,3 = Neutral,Rarely,Never,Rarely,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
